YEAR,WATER SPREADING,INJECTION,PUMPING,RECHARGE,SPECIFIC STORAGE,SPECIFIC YIELD,DRAINS,GHB OCEAN,GHB OC,GHB WHT,GHB LAN,Los Angeles Forebay_to_Hollywood,Los Angeles Forebay_to_WRD Los Angeles Forebay,Los Angeles Forebay_to_Central Basin,WRD Central Basin_to_Orange County,WRD Central Basin_to_West Coast,WRD Central Basin_to_Santa Monica,WRD Central Basin_to_WRD Los Angeles Forebay,WRD Central Basin_to_Montebello Forebay,WRD Central Basin_to_Whitter,WRD Central Basin_to_Central Basin,WRD Central Basin_to_North Orange County,WRD Central Basin_to_South Orange County,Orange County_to_North Orange County,Orange County_to_South Orange County,Santa Monica Bay_to_West Coast,Santa Monica Bay_to_Santa Monica,San Pedro Bay_to_West Coast,San Pedro Bay_to_South Orange County,West Coast_to_Santa Monica,West Coast_to_South Orange County,Santa Monica_to_Hollywood,Santa Monica_to_Central Basin,Hollywood_to_Central Basin,WRD Los Angeles Forebay_to_Montebello Forebay,Montebello Forebay_to_Whitter,Whitter_to_North Orange County
1994,135173.34653071582,0.0,-244885.02583314298,22115.489209617506,-1631.280517037389,10560.202988934963,-8549.803512868599,4471.020025895946,51660.28382912381,25801.27247942121,5284.438331588344,12.479117094859554,-7082.760868920828,-403.38149183099375,-8167.163803126654,-5490.66045641767,-5.699120653650622,-9117.9909771533,124589.05688027717,3829.991178292558,1724.9069799328759,849.2873691083605,1796.2549090270431,391.1471269387021,327.1363637579745,-22.951611559604178,58.383290500860454,-4686.672173042154,517.9219384627413,681.1658784126059,200.8655675018732,868.9780877109913,40.94976908745916,-538.043020994207,3293.362807767696,-421.75589220755234,2686.5067006139493
1995,145799.37383973377,0.0,-267187.2864110277,128049.29638461648,-4218.770583103024,-76660.08641679263,-10905.65238642413,4102.790446037152,46894.58281100548,29068.538419645956,5057.332389726147,2.5486985743730535,-8986.886495598219,-1064.92542569395,-10285.24595801904,-5241.724629458008,-5.651722450974535,-8600.754891124883,128163.20563894357,4064.790112505364,2173.0905665976234,829.9494573855416,1085.473677789144,436.3781797275591,1813.0798762979916,-10.165130593979686,110.43013774551292,-4297.310421751057,435.5818548372122,640.4249180701415,135.55487400737542,1021.4440115144715,22.756027485844488,-614.7197387478955,3010.840726608243,-1276.932999719219,2313.753460770688
1996,144786.3712107418,0.0,-272566.07018776936,40011.09887521371,2032.5196908745547,4289.638471322024,-6526.777033659453,4408.965589039009,46505.266325583136,31836.985751122556,5222.157370544324,17.82205037231123,-8044.462970815582,-404.50329328318907,-13055.905758056066,-7167.793808289699,-1.702238924933953,-5840.20182631355,124083.0554720918,4094.584205968774,2542.8788394883404,921.9185915554674,1188.5614372430437,444.64130235765913,3447.6507252726606,-89.1571241648871,65.68618629914992,-4768.339174917164,342.3492117949676,1177.5917835690257,189.15339623115875,1022.4572891108817,-10.938488981868371,-637.6580376836046,2979.4459728586226,-388.228837019876,2454.6570751909017
1997,118336.30337913752,0.0,-275980.28986520297,67443.73355035596,3113.152604378748,6287.113934467321,-7379.927656814044,4904.839032444128,44845.21171993382,33222.35386058694,5207.733031697951,19.626165488838723,-7954.950975147358,-541.4884385299354,-12213.829101609499,-5989.988490792222,-1.1266238521840455,-4731.114182772442,121124.10192232991,4241.69510630307,2591.5650195911057,980.3509550986436,2474.37833972147,469.24878571172343,2837.0772407670397,-85.81402146136284,92.0769617055732,-5185.178743638435,189.46774437462065,1289.7130845121656,221.3335425859793,1075.8698265879289,-14.677754275517309,-668.8948193649667,3020.86816499263,1169.0708080619488,2466.609124706421
1998,127829.32770516147,0.0,-280307.5396774248,187726.6602006577,-2089.248684869606,-104112.61896854121,-15263.857815413747,4945.666449695296,44867.02969992229,31459.577406404213,4945.220391727468,5.821346693649914,-10482.983852027035,-1256.261487699022,-11409.086721201282,-6367.400942964524,-5.613820120527354,-3707.471994476082,125914.50256327643,4447.245375028385,2321.4191865625453,1026.8816001175212,2742.1334740737825,577.6164560700445,1599.429163540961,-83.21640032189728,155.0089902114766,-5191.337216602527,320.03086602295025,1612.654503751975,166.40648227391526,1418.1937571295477,47.184948176800724,-683.6087571094,3103.875045101099,550.4950914475671,2289.0697968868444
1999,76371.19579580377,0.0,-295712.9116580959,25117.074787158628,7216.637309500188,100994.07325970694,-7894.421375055928,5243.274176046478,44863.274757893545,38568.684176867304,5233.385398892344,25.341462411378387,-9433.812376626707,137.85366852893407,-12609.609171846703,-6059.651517981878,0.33085945773806896,-1723.5867630669916,109360.26333477469,4640.406681130535,2709.759509485864,1144.7634460400113,1731.8731388958288,543.4341300958145,5515.610919300914,-168.45097066306,101.94004900730118,-5269.662855357568,31.217036272808855,2032.8208608010013,209.9026906042783,1082.9475029330285,-46.53095089003137,-706.4298139927761,2652.5510669075993,5088.932016703966,2551.660706479768
2000,121816.3123398851,0.0,-287277.8688293774,30272.393850456247,3587.8053867260596,41066.675571308646,-5641.409503229539,5439.0941597076935,48611.34078356059,36867.35607282819,5258.580892760036,33.73627288193993,-9110.498072456254,316.50997363705955,-11874.619530630354,-5172.181630104703,2.1910920313776727,-128.86295378938638,110841.06197878931,4481.992146861116,2796.4893000524635,1165.9116831896922,1914.3107117921454,525.1172603773281,5589.864052889951,-172.40460112306658,126.02832846220538,-5270.505230879104,-117.2431612332464,2001.9438979551958,234.28590337947986,901.9427433192518,-100.67432337843817,-673.9752508465517,2165.681470235567,1329.367855001768,2604.738288088079
2001,122582.31429983735,0.0,-281799.423501088,57372.098589798086,2416.029195558387,17040.55284299251,-6170.237667867457,5814.581360921437,46365.50404629407,31150.9954033663,5228.014284825598,28.765175084973002,-9576.812740265057,79.73898137446288,-11674.971011307754,-5024.704979156563,2.0242708636118767,-1012.3081839528711,109846.9662000286,4426.158898971465,2930.857411979603,1166.9207421513531,2059.5290986567734,512.662008137829,5635.339767255814,-172.58544085614216,170.12536760421816,-5631.840250758483,-196.28454876161516,2116.7690001211354,215.31007472555083,838.4269641107995,-144.07674863229548,-650.5000928672318,2095.4592674799806,1347.8134084578369,2628.48825544768
2002,129273.33151565085,0.0,-276452.22962399333,9672.980210000953,2999.4057434888778,59308.030818509345,-4573.670745567363,5743.375327064614,44276.648901611545,24406.394516143853,5346.017954901613,35.13530234128049,-8614.072610240097,592.1351597599056,-8211.167027100351,-4386.934251936043,2.6200415874384864,-2488.3281631137415,109657.88497569342,4389.028303747208,2422.733081937369,1160.464584247828,2893.839565558639,496.9182228582422,4905.078439164461,-235.46702547156113,153.21881580042844,-5184.044174129465,-243.0693520264327,2484.6079629567057,240.815980848072,783.6371432883806,-169.72377894346755,-623.0363980149921,1695.5359470177582,1563.2762888100178,2701.552203642451
2003,95148.24400947547,0.0,-268778.38125963625,27535.257735649222,2327.675978226507,60377.18996313316,-4160.314535270187,5439.505176838586,49407.4893513761,27370.911386700638,5332.736223444905,30.190825096766158,-8211.399551432965,352.66127667487956,-3845.7889274798595,-4381.521319435189,2.634483759004358,-1772.1828864030836,108183.86398416253,4267.5706850664765,3004.370157555123,1117.4983754932323,2672.999319394905,475.29248612793486,3170.6603533586667,-244.2213879612682,197.00643317782126,-5282.181559976388,-38.25430612988001,2408.0752962856086,245.5572630955362,765.3631425186,-259.18947588549656,-635.7626689352497,1904.1458760180126,2597.406983240736,2696.865463416557
2004,136126.34910493784,0.0,-265927.11063906114,24372.67134367454,370.153097584257,19838.138023842734,-3671.3271851252184,5324.796287578462,47580.51580347339,30631.497044394117,5354.8657813992595,25.845966036425107,-8273.592356777197,360.5277774428559,2.2436861003983495,-3830.2599108721124,3.438282270346319,-1307.4718070180334,104413.31356574105,4137.945116047744,2941.0386091676546,1190.8499330695402,4221.002370567619,460.57317111902864,2560.149566043813,-264.64592012367956,192.8530697495061,-5044.847102898789,48.27388363286006,2755.3020737800553,279.4570166665593,747.8989432752869,-330.8956534426367,-639.9004011318906,1571.256045799717,673.202766452049,2752.4588733627024
2005,166577.42693959997,0.0,-252758.05943592987,166444.3415402622,-10795.31309790947,-137640.0595555545,-18400.50516672684,4364.519414865797,52493.18275341762,24774.304459850813,4940.4480461264775,4.658986926162404,-10226.97204516506,-1476.734125110053,-768.7207570057419,-4148.655682744376,-2.2675248574553244,-4501.892447021901,126577.49664447733,4130.732075605812,3108.1414549986216,1187.1523883379468,3647.0944765372465,529.7152835089978,1132.1469151560943,-169.1720868801813,257.0086284232764,-4242.1313800637,438.05534424526,2537.166299328824,181.19006743448026,670.8271769649103,-258.2140281183988,-603.2057422291679,1953.9303416703895,-3389.776979264245,2476.4081784450045
2006,144135.3695098585,0.0,-253208.4069637676,30434.899455232917,-3550.964811893176,-13616.729831087918,-6267.908617937576,3538.6568389829636,62474.45401502967,30841.7600358974,5219.242431687704,12.983173905992446,-8110.450588505932,-219.2138732611511,2783.912256040839,-3591.729032227549,0.8038288667943907,-6017.473869856594,119715.42338861272,4105.550788451527,2978.6054615090598,1227.368943811044,3687.4994895162936,487.21381491892714,-543.9663438492814,-167.41498794518276,242.92248012105625,-3512.078932398026,427.4186490905532,2216.7169335236267,232.8677420537884,630.8987411577613,-308.9701407359297,-576.1084433849102,2112.410299286236,-336.17768725444796,2684.3873614360486
2007,86340.22134660295,0.0,-291789.69121802005,7488.725857586458,9416.308711797392,87559.93104069316,-4201.403314855011,3582.3492536399954,57596.02099192355,38707.32361103451,5300.409889745613,20.819068160553222,-7931.377708069523,310.06918230663894,-3330.9444873730613,-2163.1078656901036,2.3970544207840834,-2765.2964155589057,111664.7203132344,4463.126557097024,2743.2364038138585,1275.1633220122587,2410.233128191153,506.9163593882148,2383.5190476315356,-169.5087823659137,224.9468962920181,-3610.4690946397686,-97.61709748794814,2209.160790456721,199.5050920184975,624.086193647989,-348.8401383583412,-581.9249464029998,2326.6020598673167,3423.9703255767245,2756.128686284953
2008,98731.25319224402,0.0,-282904.661695841,32720.434935670455,3856.46067872557,55750.796186525185,-4111.625648844556,4076.364644967269,52480.96364704885,34152.968910420874,5247.491266674573,14.632744222788288,-8284.845176860368,228.60386976729836,-6536.574965064276,-2136.1046113651887,3.013544874495632,-185.0513383053616,106789.51684964538,4495.336441619464,2320.616136319303,1308.3068276680897,2383.7289872475476,523.5175758948307,7016.686903250651,-215.79668292217997,222.46741992328006,-3458.612994370318,-555.4721433487828,2439.2152728011333,166.59706145281706,649.8386833716825,-327.10219302125785,-580.1318132364695,2024.9529449711756,3259.155354088824,2776.697639127529
2009,83555.21424055562,0.0,-275639.3395359869,18263.527042335838,5470.25465619177,73739.9971142372,-3621.6153922242825,4407.3120072937945,50277.33457327512,38223.52053601194,5323.969430963317,17.028618915980893,-8024.067650714704,255.92291549821078,-5638.44999373285,-1603.021300666055,2.659960162159967,2188.37162703722,95565.32877163355,4345.042096434618,2864.0197471487763,1308.499990362812,3304.971607372431,511.7811422580131,7049.440367007663,-286.7692279596416,198.13705868875564,-3920.112848235114,-599.4452101085441,2663.8918246961925,189.42427699054397,619.8954624366403,-379.2682057761074,-598.5771897684598,1986.6382092446158,3795.7337373438936,2830.380719989339
2010,154531.39611967036,0.0,-261509.43891072756,53234.92532891507,-2245.685820698412,-35860.08049238338,-5465.380687225599,4231.348832511167,55028.935660309726,32774.556588202024,5279.596181403759,10.96533465598022,-7994.282224507819,-85.99917702689943,1033.4761747778502,-1487.2282705695627,1.7242333854744554,-119.51607870411874,105273.90855563973,4073.7962825037134,2284.0684775302193,1283.2603380418732,6222.64532787803,497.40223090823366,3506.0871915788885,-238.45476844751119,206.70975451340828,-3674.284115913725,-292.754637747969,2461.4382368741117,248.05583029603866,594.1901341626591,-316.35894295128327,-563.9161410125014,2147.4234684184457,-1287.7233861799393,2764.6429109942355
2011,152486.39093707738,0.0,-251480.65522477098,71624.32427555027,-7635.199047311258,-60056.41494749689,-6436.428335583145,3683.5680909261796,64768.396601479384,27757.647872920872,5288.362068400675,6.209605904113172,-7002.992668859967,-639.3165181505617,1872.4892329890242,-3574.817030823641,-2.510662301140137,-5160.604946783039,119353.89314346144,3851.5178488467654,1557.6162322408745,1225.6216178325005,4630.53532174586,499.6519641816232,607.7502293413199,-227.592381017513,216.79949800460048,-3793.5175018419163,276.41529028382143,1960.057040380102,215.26091151051833,492.1360151877535,-188.55564028028812,-438.0607251179851,2705.495442103137,-3052.5308654865003,2683.604467961911
2012,82248.21083257935,0.0,-273650.2359823764,15779.509682326292,2722.0231192162155,61333.69972509273,-3596.2321890569665,3745.9021968657935,67960.42552403787,38008.98059672616,5448.048998244489,15.070746664755461,-7013.969778826126,-26.47293053012792,6408.509204310361,-2237.246495210238,-1.9154720519829076,-2502.161439422122,105497.92700303861,4096.66756594009,1911.7988525568142,1239.4326661614573,5476.37151634391,483.3750295254674,1502.3977181062976,-237.286211960138,169.58939140679763,-4147.52783561779,287.73245937612825,1844.0298958670585,261.70660210197053,506.853735816589,-217.113832425034,-440.80714857663935,2636.012292122873,2699.259817195613,2766.78264627404
2013,54885.14070479186,0.0,-282237.0039570859,11214.721269310721,4876.872612661414,96547.1031851751,-2765.598962567584,4106.909875106562,64449.906733695956,43511.3773996579,5410.712517030458,13.417004291561097,-7432.757689552971,107.43833592884296,4006.593247659336,-1589.5209342001822,-0.8045149538710501,-1362.4350081099117,90927.81259876586,4193.665078806584,2171.016296296478,1263.9592846335668,4746.2050107447485,491.7697701519719,3286.988687073766,-217.69952310807184,178.89706654456285,-3943.000706405271,114.60586948267219,1681.2955363539463,268.4861818949795,513.2728407219207,-230.2239610073421,-445.3517997859287,2146.035968767194,4885.564118591727,2812.029533330738
2014,69271.1776164516,0.0,-259315.95886226106,5497.2651266463035,5533.388495089417,86677.28155117999,-2313.577289850232,3868.4641278318686,45697.110296679886,39713.761285897475,5371.179541263046,11.748131316275776,-7668.9059538510965,358.39186829492274,3883.8224246915547,-411.35870320210967,0.8774558528033165,698.6265895199653,84835.1774923914,4112.2603312003575,2083.530121415642,1262.818663003206,5897.090369216654,493.05220689890376,4838.557570737698,-216.4745208294791,136.03763605299122,-3204.428906615837,-276.26769365972245,1814.35195500346,253.98383242069545,544.3830333748678,-243.7333476922093,-483.1927520128535,1876.2480278532132,4041.759901611469,2816.398612767326
2015,74658.1914403846,0.0,-235964.8897615971,23878.88308404017,-1310.014775574432,40124.03671710918,-1742.6387541706022,3500.546575018126,51014.84628620093,40568.444970737546,5272.562162107712,7.633568129781845,-7108.0298875305025,126.66446982228891,2543.2484208299206,-383.6364772663693,0.16420089028945317,410.83799809957424,82212.34956668303,3748.725265931448,1801.7684688084923,1219.7256282931658,3953.6352274131254,487.84693090124273,4713.032096772268,-159.79540964183914,122.82355132884967,-3094.7117535429684,-232.44099298709304,1091.557974683335,193.33789521012446,546.8727096466113,-193.62138214872533,-478.556461903382,1804.8640140416155,2231.5053749343415,2785.0603273817173
2016,133160.48458284466,0.0,-255916.32438817422,8754.54825208864,2213.8644673681792,23437.253242903116,-5365.645276165046,3866.213391497849,51687.72494478724,32775.61392882802,5386.286638809571,10.102930304152009,-7149.451464973955,285.89418618895576,3856.692134233024,-739.0116692991443,0.5681538082922839,-1846.0743180700863,88719.89108817221,3751.3572118558113,1912.5514490147207,1198.565894692682,3662.1795367785435,475.6361840287332,5740.092101662934,-219.4778464800356,57.3518351311381,-3631.153135592725,-284.6563884739582,650.7088523202333,171.9341649590793,590.4656647342664,-197.3281766062655,-489.524358351945,1957.871521083659,97.91721192108609,2796.565489077339
2017,115981.68235392438,0.0,-224520.0985429034,72688.04813244393,-5463.908681955371,-46351.30719331581,-8424.65321235644,3628.3798384162346,58949.777051361096,28465.693464534794,5046.412194707879,8.445353543372436,-7086.502833588555,-131.25274168262516,8795.572158922512,-1201.7274854521072,-0.5075262160728993,-7041.7592521506085,104431.69490176423,3632.7349069349816,1213.7264164468165,1115.4011882667653,5558.366930091378,454.121323242357,662.282053108163,-60.12384703158542,140.85368523190363,-3476.758746697474,7.602821692302494,769.1738251522992,195.66290782047136,451.75592387573016,-99.86332344571467,-457.32484347473627,2336.446237861519,-1370.1460209641457,2535.341916961908
2018,82906.95915858845,0.0,-244095.03529434666,8136.399940251761,1642.6597261738286,51273.07871543755,-2618.5459747467085,3414.4037762929765,62528.55135256553,31493.884348459746,5317.878315860712,9.618925158210018,-6975.215802479089,135.78304024517445,8100.516331153526,-860.6455225420647,-1.7593901487886912,-6028.917934818454,87931.87041296782,3728.391944095772,1012.723399571037,1127.7580586050096,4693.877776276831,435.1247991130156,2709.1504561653283,-112.30377966937442,103.68690866940653,-3249.840294124256,19.238843683767335,801.2702652311232,221.18705791875257,626.7964653614946,-69.62456797934125,-499.49996937877694,2221.6645893285518,3293.285751846069,2667.328382306509
2019,143247.414553217,0.0,-230656.04695127686,77922.98044859336,-5108.35512021177,-80273.32124478089,-6324.347434786411,2992.981228072383,62904.38973723707,30237.78804430802,5056.647187000849,11.147697098346443,-7380.127198196057,-150.7463631613372,6092.889298880364,-521.9653580327325,-3.735286155682361,-6197.665202536554,99175.32446394744,3623.298475445147,762.2062060647796,1086.8727004153213,5944.957383400855,434.0759567274829,1821.257406486896,-14.480159006716685,112.59291185983034,-2809.630947209684,50.27456103307187,512.7904251965052,195.38830342449273,583.4016310289429,10.664175716597631,-504.9674877314466,2209.583712696893,-1183.2347325277658,2489.7050493164165
